Term,Session,Acad Group,Class Nbr,Subject,Catalog Nbr,Section,Course Title,Component,Codes,M,T,W,TH,F,S,SU,Start Date,End Date,Time,Location,Instructor,Total,Seats Remaining,Has WL,Units,
"Winter 2018","Regular Academic Session","Engineering","21382","Industrial And Operations Engineering (IOE) Open Sections"," 801","062","First Yr Doc Dir Res","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Romeijn","  25","  25","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Engineering","22028","Industrial And Operations Engineering (IOE) Open Sections"," 801","066","First Yr Doc Dir Res","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Shen","  25","  25","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Engineering","22027","Industrial And Operations Engineering (IOE) Open Sections"," 801","067","First Yr Doc Dir Res","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Byon","  25","  25","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Engineering","22026","Industrial And Operations Engineering (IOE) Open Sections"," 801","068","First Yr Doc Dir Res","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Lee","  25","  25","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Engineering","22868","Industrial And Operations Engineering (IOE) Open Sections"," 801","072","First Yr Doc Dir Res","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Denton","  25","  25","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Engineering","22869","Industrial And Operations Engineering (IOE) Open Sections"," 801","073","First Yr Doc Dir Res","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Shi","  25","  25","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Engineering","26420","Industrial And Operations Engineering (IOE) Open Sections"," 801","076","First Yr Doc Dir Res","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","D'Souza","  25","  25","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Engineering","25112","Industrial And Operations Engineering (IOE) Open Sections"," 801","077","First Yr Doc Dir Res","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Nagarajan","  25","  25","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Engineering","25111","Industrial And Operations Engineering (IOE) Open Sections"," 801","078","First Yr Doc Dir Res","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Lam","  25","  25","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Engineering","26464","Industrial And Operations Engineering (IOE) Open Sections"," 801","079","First Yr Doc Dir Res","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Guikema","  25","  25","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Engineering","29150","Industrial And Operations Engineering (IOE) Open Sections"," 801","080","First Yr Doc Dir Res","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Plumlee","  25","  25","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Engineering","26449","Industrial And Operations Engineering (IOE) Open Sections"," 801","081","First Yr Doc Dir Res","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Jiang","  25","  25","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Engineering","26450","Industrial And Operations Engineering (IOE) Open Sections"," 801","082","First Yr Doc Dir Res","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Van Hentenryck","  25","  25","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Engineering","10777","Industrial And Operations Engineering (IOE) Open Sections"," 802","001","Written&Oral Present","SEM","P R","","T","","","","","","01/03/2018","04/17/2018","5-8PM","1680 IOE","Guikema","  25","  25","N","2.00",
"Winter 2018","Regular Academic Session","Engineering","10778","Industrial And Operations Engineering (IOE) Open Sections"," 837","001","Sem Occ Hlth&Safety","SEM","P R","","","","","F","","","01/03/2018","04/17/2018","1-2PM","ARR","D'Souza","  30","  30","N","1.00",
"Winter 2018","Regular Academic Session","Engineering","10779","Industrial And Operations Engineering (IOE) Open Sections"," 899","001","Ioe Seminar","SEM","P R","","","W","","","","","01/03/2018","04/17/2018","4-530PM","1680 IOE","","  25","  25","N","1.00",
"Winter 2018","Regular Academic Session","Engineering","17572","Industrial And Operations Engineering (IOE) Open Sections"," 990","002","Diss Pre-Candidate","IND","   ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Cohn","  25","  25","N","2.00-8.00",
"Winter 2018","Regular Academic Session","Engineering","17055","Industrial And Operations Engineering (IOE) Open Sections"," 990","004","Diss Pre-Candidate","IND","   ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Kantowitz","  25","  25","N","2.00-8.00",
"Winter 2018","Regular Academic Session","Engineering","15934","Industrial And Operations Engineering (IOE) Open Sections"," 990","005","Diss Pre-Candidate","IND","  R","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Chaffin","  25","  25","N","2.00-8.00",
"Winter 2018","Regular Academic Session","Engineering","15942","Industrial And Operations Engineering (IOE) Open Sections"," 990","006","Diss Pre-Candidate","IND","  R","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Nair","  25","  25","N","2.00-8.00",
"Winter 2018","Regular Academic Session","Engineering","15932","Industrial And Operations Engineering (IOE) Open Sections"," 990","007","Diss Pre-Candidate","IND","  R","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Armstrong","  25","  25","N","2.00-8.00",
"Winter 2018","Regular Academic Session","Engineering","18292","Industrial And Operations Engineering (IOE) Open Sections"," 990","010","Diss Pre-Candidate","IND","   ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Sarter","  25","  25","N","2.00-8.00",
"Winter 2018","Regular Academic Session","Engineering","15944","Industrial And Operations Engineering (IOE) Open Sections"," 990","012","Diss Pre-Candidate","IND","  R","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Saigal","  25","  25","N","2.00-8.00",
"Winter 2018","Regular Academic Session","Engineering","15941","Industrial And Operations Engineering (IOE) Open Sections"," 990","014","Diss Pre-Candidate","IND","  R","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Murty","  25","  25","N","2.00-8.00",
"Winter 2018","Regular Academic Session","Engineering","15943","Industrial And Operations Engineering (IOE) Open Sections"," 990","015","Diss Pre-Candidate","IND","  R","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Pollock","  25","  25","N","2.00-8.00",
"Winter 2018","Regular Academic Session","Engineering","22211","Industrial And Operations Engineering (IOE) Open Sections"," 990","018","Diss Pre-Candidate","IND","   ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Hu","  25","  25","N","2.00-8.00",
"Winter 2018","Regular Academic Session","Engineering","15939","Industrial And Operations Engineering (IOE) Open Sections"," 990","020","Diss Pre-Candidate","IND","  R","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Liu","  25","  25","N","2.00-8.00",
"Winter 2018","Regular Academic Session","Engineering","18075","Industrial And Operations Engineering (IOE) Open Sections"," 990","021","Diss Pre-Candidate","IND","   ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Van Oyen","  25","  25","N","2.00-8.00",
"Winter 2018","Regular Academic Session","Engineering","18076","Industrial And Operations Engineering (IOE) Open Sections"," 990","023","Diss Pre-Candidate","IND","   ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Jin","  25","  25","N","2.00-8.00",
"Winter 2018","Regular Academic Session","Engineering","23671","Industrial And Operations Engineering (IOE) Open Sections"," 990","025","Diss Pre-Candidate","IND","   ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Daskin","  25","  25","N","2.00-8.00",
"Winter 2018","Regular Academic Session","Engineering","17597","Industrial And Operations Engineering (IOE) Open Sections"," 990","026","Diss Pre-Candidate","IND","   ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Seiford","  25","  25","N","2.00-8.00",
"Winter 2018","Regular Academic Session","Engineering","15940","Industrial And Operations Engineering (IOE) Open Sections"," 990","027","Diss Pre-Candidate","IND","  R","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Martin","  25","  25","N","2.00-8.00",
"Winter 2018","Regular Academic Session","Engineering","15945","Industrial And Operations Engineering (IOE) Open Sections"," 990","030","Diss Pre-Candidate","IND","  R","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Smith","  25","  25","N","2.00-8.00",
"Winter 2018","Regular Academic Session","Engineering","15935","Industrial And Operations Engineering (IOE) Open Sections"," 990","031","Diss Pre-Candidate","IND","  R","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Duenyas","  25","  25","N","2.00-8.00",
"Winter 2018","Regular Academic Session","Engineering","17043","Industrial And Operations Engineering (IOE) Open Sections"," 990","032","Diss Pre-Candidate","IND","   ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Green","  25","  25","N","2.00-8.00",
"Winter 2018","Regular Academic Session","Engineering","22278","Industrial And Operations Engineering (IOE) Open Sections"," 990","033","Diss Pre-Candidate","IND","   ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Lavieri","  25","  25","N","2.00-8.00",
"Winter 2018","Regular Academic Session","Engineering","15938","Industrial And Operations Engineering (IOE) Open Sections"," 990","034","Diss Pre-Candidate","IND","  R","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Liker","  25","  25","N","2.00-8.00",
"Winter 2018","Regular Academic Session","Engineering","15933","Industrial And Operations Engineering (IOE) Open Sections"," 990","036","Diss Pre-Candidate","IND","  R","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Bozer","  25","  25","N","2.00-8.00",
"Winter 2018","Regular Academic Session","Engineering","15937","Industrial And Operations Engineering (IOE) Open Sections"," 990","040","Diss Pre-Candidate","IND","  R","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Keyserling","  25","  25","N","2.00-8.00",
"Winter 2018","Regular Academic Session","Engineering","15936","Industrial And Operations Engineering (IOE) Open Sections"," 990","057","Diss Pre-Candidate","IND","  R","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Epelman","  25","  25","N","2.00-8.00",
"Winter 2018","Regular Academic Session","Engineering","16715","Industrial And Operations Engineering (IOE) Open Sections"," 990","059","Diss Pre-Candidate","IND","   ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Keppo","  25","  25","N","2.00-8.00",
"Winter 2018","Regular Academic Session","Engineering","20670","Industrial And Operations Engineering (IOE) Open Sections"," 990","060","Diss Pre-Candidate","IND","   ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Chao","  25","  25","N","2.00-8.00",
"Winter 2018","Regular Academic Session","Engineering","20703","Industrial And Operations Engineering (IOE) Open Sections"," 990","062","Diss Pre-Candidate","IND","   ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Romeijn","  25","  25","N","2.00-8.00",
"Winter 2018","Regular Academic Session","Engineering","23873","Industrial And Operations Engineering (IOE) Open Sections"," 990","066","Diss Pre-Candidate","IND","   ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Shen","  25","  25","N","2.00-8.00",
"Winter 2018","Regular Academic Session","Engineering","22188","Industrial And Operations Engineering (IOE) Open Sections"," 990","067","Diss Pre-Candidate","IND","   ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Byon","  25","  25","N","2.00-8.00",
"Winter 2018","Regular Academic Session","Engineering","23871","Industrial And Operations Engineering (IOE) Open Sections"," 990","068","Diss Pre-Candidate","IND","   ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Lee","  25","  25","N","2.00-8.00",
"Winter 2018","Regular Academic Session","Engineering","23731","Industrial And Operations Engineering (IOE) Open Sections"," 990","072","Diss Pre-Candidate","IND","   ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Denton","  25","  25","N","2.00-8.00",
"Winter 2018","Regular Academic Session","Engineering","23872","Industrial And Operations Engineering (IOE) Open Sections"," 990","073","Diss Pre-Candidate","IND","   ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Shi","  25","  25","N","2.00-8.00",
"Winter 2018","Regular Academic Session","Engineering","26645","Industrial And Operations Engineering (IOE) Open Sections"," 990","076","Diss Pre-Candidate","IND","   ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","D'Souza","  25","  25","N","2.00-8.00",
"Winter 2018","Regular Academic Session","Engineering","26646","Industrial And Operations Engineering (IOE) Open Sections"," 990","077","Diss Pre-Candidate","IND","   ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Nagarajan","  25","  25","N","2.00-8.00",
"Winter 2018","Regular Academic Session","Engineering","26647","Industrial And Operations Engineering (IOE) Open Sections"," 990","078","Diss Pre-Candidate","IND","   ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Lam","  25","  25","N","2.00-8.00",
"Winter 2018","Regular Academic Session","Engineering","26648","Industrial And Operations Engineering (IOE) Open Sections"," 990","079","Diss Pre-Candidate","IND","   ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Guikema","  25","  25","N","2.00-8.00",
"Winter 2018","Regular Academic Session","Engineering","26649","Industrial And Operations Engineering (IOE) Open Sections"," 990","080","Diss Pre-Candidate","IND","   ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Plumlee","  25","  25","N","2.00-8.00",
"Winter 2018","Regular Academic Session","Engineering","26650","Industrial And Operations Engineering (IOE) Open Sections"," 990","081","Diss Pre-Candidate","IND","   ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Jiang","  25","  25","N","2.00-8.00",
"Winter 2018","Regular Academic Session","Engineering","26651","Industrial And Operations Engineering (IOE) Open Sections"," 990","082","Diss Pre-Candidate","IND","   ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Van Hentenryck","  25","  25","N","2.00-8.00",
